,"U.S. nuclear capacity, daily (Megawatts)"
2012 1118 18,104182.0
2012 1119 19,104182.0
2012 1120 20,104182.0
2012 1121 21,104182.0
2012 1122 22,104182.0
2012 1123 23,104182.0
2012 1124 24,104182.0
2012 1125 25,104182.0
2012 1126 26,104182.0
2012 1127 27,104182.0
2012 1128 28,104182.0
2012 1129 29,104182.0
2012 1130 30,104182.0
2012 1201 01,104182.0
2012 1202 02,104182.0
2012 1203 03,104182.0
2012 1204 04,104182.0
2012 1205 05,104182.0
2012 1206 06,104182.0
2012 1207 07,104182.0
2012 1208 08,104182.0
2012 1209 09,104182.0
2012 1210 10,104182.0
2012 1211 11,104182.0
2012 1212 12,104182.0
2012 1213 13,104182.0
2012 1214 14,104182.0
2012 1215 15,104182.0
2012 1216 16,104182.0
2012 1217 17,104182.0
2012 1218 18,104182.0
2012 1219 19,104182.0
2012 1220 20,104182.0
2012 1221 21,104182.0
2012 1222 22,104182.0
2012 1223 23,104182.0
2012 1224 24,104182.0
2012 1225 25,104182.0
2012 1226 26,104182.0
2012 1227 27,104182.0
2012 1228 28,104182.0
2012 1229 29,104182.0
2012 1230 30,104182.0
2012 1231 31,104182.0
2013 0101 01,99613.7
2013 0102 02,99613.7
2013 0103 03,99613.7
2013 0104 04,99613.7
2013 0105 05,99613.7
2013 0106 06,99613.7
2013 0107 07,99613.7
2013 0108 08,99613.7
2013 0109 09,99613.7
2013 0110 10,99613.7
2013 0111 11,99613.7
2013 0112 12,99613.7
2013 0113 13,99613.7
2013 0114 14,99613.7
2013 0115 15,99613.7
2013 0116 16,99613.7
2013 0117 17,99613.7
2013 0118 18,99613.7
2013 0119 19,99613.7
2013 0120 20,99613.7
2013 0121 21,99613.7
2013 0122 22,99613.7
2013 0123 23,99613.7
2013 0124 24,99613.7
2013 0125 25,99613.7
2013 0126 26,99613.7
2013 0127 27,99613.7
2013 0128 28,99613.7
2013 0129 29,99613.7
2013 0130 30,99613.7
2013 0131 31,99613.7
2013 0201 01,99613.7
2013 0202 02,99613.7
2013 0203 03,99613.7
2013 0204 04,99613.7
2013 0205 05,99613.7
2013 0206 06,99613.7
2013 0207 07,99613.7
2013 0208 08,99613.7
2013 0209 09,99613.7
2013 0210 10,99613.7
2013 0211 11,99613.7
2013 0212 12,99613.7
2013 0213 13,99613.7
2013 0214 14,99613.7
2013 0215 15,99613.7
2013 0216 16,99613.7
2013 0217 17,99613.7
2013 0218 18,99613.7
2013 0219 19,99613.7
2013 0220 20,99613.7
2013 0221 21,99613.7
2013 0222 22,99613.7
2013 0223 23,99613.7
2013 0224 24,99613.7
2013 0225 25,99613.7
2013 0226 26,99613.7
2013 0227 27,99613.7
2013 0228 28,99613.7
2013 0301 01,99722.7
2013 0302 02,99722.7
2013 0303 03,99722.7
2013 0304 04,99722.7
2013 0305 05,99722.7
2013 0306 06,99722.7
2013 0307 07,99722.7
2013 0308 08,99722.7
2013 0309 09,99722.7
2013 0310 10,99722.7
2013 0311 11,99722.7
2013 0312 12,99722.7
2013 0313 13,99722.7
2013 0314 14,99722.7
2013 0315 15,99722.7
2013 0316 16,99722.7
2013 0317 17,99722.7
2013 0318 18,99722.7
2013 0319 19,99722.7
2013 0320 20,99722.7
2013 0321 21,99722.7
2013 0322 22,99722.7
2013 0323 23,99722.7
2013 0324 24,99722.7
2013 0325 25,99722.7
2013 0326 26,99722.7
2013 0327 27,99722.7
2013 0328 28,99722.7
2013 0329 29,99722.7
2013 0330 30,99722.7
2013 0331 31,99722.7
2013 0401 01,97918.3
2013 0402 02,97918.3
2013 0403 03,97918.3
2013 0404 04,97918.3
2013 0405 05,97918.3
2013 0406 06,97918.3
2013 0407 07,97918.3
2013 0408 08,97918.3
2013 0409 09,97918.3
2013 0410 10,97918.3
2013 0411 11,97918.3
2013 0412 12,97918.3
2013 0413 13,97918.3
2013 0414 14,97918.3
2013 0415 15,97918.3
2013 0416 16,97918.3
2013 0417 17,97918.3
2013 0418 18,97918.3
2013 0419 19,97918.3
2013 0420 20,97918.3
2013 0421 21,97918.3
2013 0422 22,97918.3
2013 0423 23,97918.3
2013 0424 24,97918.3
2013 0425 25,97918.3
2013 0426 26,97918.3
2013 0427 27,97918.3
2013 0428 28,97918.3
2013 0429 29,97918.3
2013 0430 30,97918.3
2013 0501 01,99132.3
2013 0502 02,99132.3
2013 0503 03,99132.3
2013 0504 04,99132.3
2013 0505 05,99132.3
2013 0506 06,99132.3
2013 0507 07,99132.3
2013 0508 08,99132.3
2013 0509 09,99132.3
2013 0510 10,99132.3
2013 0511 11,99132.3
2013 0512 12,99132.3
2013 0513 13,99132.3
2013 0514 14,99132.3
2013 0515 15,99132.3
2013 0516 16,99132.3
2013 0517 17,99132.3
2013 0518 18,99132.3
2013 0519 19,99132.3
2013 0520 20,99132.3
2013 0521 21,99132.3
2013 0522 22,99132.3
2013 0523 23,99132.3
2013 0524 24,99132.3
2013 0525 25,99132.3
2013 0526 26,99132.3
2013 0527 27,99132.3
2013 0528 28,99132.3
2013 0529 29,99132.3
2013 0530 30,99132.3
2013 0531 31,99132.3
2013 0601 01,98163.3
2013 0602 02,98163.3
2013 0603 03,98163.3
2013 0604 04,98163.3
2013 0605 05,98163.3
2013 0606 06,98163.3
2013 0607 07,98163.3
2013 0608 08,98163.3
2013 0609 09,98163.3
2013 0610 10,98163.3
2013 0611 11,98163.3
2013 0612 12,98163.3
2013 0613 13,98163.3
2013 0614 14,98163.3
2013 0615 15,98163.3
2013 0616 16,98163.3
2013 0617 17,98163.3
2013 0618 18,98163.3
2013 0619 19,98163.3
2013 0620 20,98163.3
2013 0621 21,98163.3
2013 0622 22,98163.3
2013 0623 23,98163.3
2013 0624 24,98163.3
2013 0625 25,98163.3
2013 0626 26,98163.3
2013 0627 27,98163.3
2013 0628 28,98163.3
2013 0629 29,98163.3
2013 0630 30,98163.3
2013 0701 01,98163.3
2013 0702 02,98163.3
2013 0703 03,98163.3
2013 0704 04,98163.3
2013 0705 05,98163.3
2013 0706 06,98163.3
2013 0707 07,98163.3
2013 0708 08,98163.3
2013 0709 09,98163.3
2013 0710 10,98163.3
2013 0711 11,98163.3
2013 0712 12,98163.3
2013 0713 13,98163.3
2013 0714 14,98163.3
2013 0715 15,98163.3
2013 0716 16,98163.3
2013 0717 17,98163.3
2013 0718 18,98163.3
2013 0719 19,98163.3
2013 0720 20,98163.3
2013 0721 21,98163.3
2013 0722 22,98163.3
2013 0723 23,98163.3
2013 0724 24,98163.3
2013 0725 25,99132.3
2013 0726 26,99132.3
2013 0727 27,99132.3
2013 0728 28,99132.3
2013 0729 29,99132.3
2013 0730 30,99132.3
2013 0731 31,99132.3
2013 0801 01,99132.3
2013 0802 02,99132.3
2013 0803 03,99132.3
2013 0804 04,99132.3
2013 0805 05,99132.3
2013 0806 06,99132.3
2013 0807 07,99132.3
2013 0808 08,99132.3
2013 0809 09,99132.3
2013 0810 10,99132.3
2013 0811 11,99132.3
2013 0812 12,99132.3
2013 0813 13,99132.3
2013 0814 14,99132.3
2013 0815 15,99132.3
2013 0816 16,99132.3
2013 0817 17,99132.3
2013 0818 18,99132.3
2013 0819 19,99132.3
2013 0820 20,99132.3
2013 0821 21,99132.3
2013 0822 22,99132.3
2013 0823 23,99132.3
2013 0824 24,99132.3
2013 0825 25,99132.3
2013 0826 26,99132.3
2013 0827 27,99132.3
2013 0828 28,99132.3
2013 0829 29,99132.3
2013 0830 30,99132.3
2013 0831 31,99132.3
2013 0901 01,99132.3
2013 0902 02,99132.3
2013 0903 03,99132.3
2013 0904 04,99132.3
2013 0905 05,99132.3
2013 0906 06,99132.3
2013 0907 07,99132.3
2013 0908 08,99132.3
2013 0909 09,99132.3
2013 0910 10,99132.3
2013 0911 11,99132.3
2013 0912 12,99132.3
2013 0913 13,99132.3
2013 0914 14,99132.3
2013 0915 15,99132.3
2013 0916 16,99132.3
2013 0917 17,99132.3
2013 0918 18,99132.3
2013 0919 19,99132.3
2013 0920 20,99132.3
2013 0921 21,99132.3
2013 0922 22,99132.3
2013 0923 23,99132.3
2013 0924 24,99132.3
2013 0925 25,99132.3
2013 0926 26,99132.3
2013 0927 27,99132.3
2013 0928 28,99132.3
2013 0929 29,99132.3
2013 0930 30,99132.3
2013 1001 01,100871.7
2013 1002 02,100871.7
2013 1003 03,100871.7
2013 1004 04,100871.7
2013 1005 05,100871.7
2013 1006 06,100871.7
2013 1007 07,100871.7
2013 1008 08,100871.7
2013 1009 09,100871.7
2013 1010 10,100871.7
2013 1011 11,100871.7
2013 1012 12,100871.7
2013 1013 13,100871.7
2013 1014 14,100871.7
2013 1015 15,100871.7
2013 1016 16,100871.7
2013 1017 17,100871.7
2013 1018 18,100871.7
2013 1019 19,100871.7
2013 1020 20,100871.7
2013 1021 21,100871.7
2013 1022 22,100871.7
2013 1023 23,100871.7
2013 1024 24,100871.7
2013 1025 25,100871.7
2013 1026 26,100871.7
2013 1027 27,100871.7
2013 1028 28,100871.7
2013 1029 29,100871.7
2013 1030 30,100871.7
2013 1031 31,100871.7
2013 1101 01,100871.7
2013 1102 02,100871.7
2013 1103 03,100871.7
2013 1104 04,100871.7
2013 1105 05,100871.7
2013 1106 06,100871.7
2013 1107 07,100871.7
2013 1108 08,100871.7
2013 1109 09,100871.7
2013 1110 10,100871.7
2013 1111 11,100871.7
2013 1112 12,100871.7
2013 1113 13,100871.7
2013 1114 14,100871.7
2013 1115 15,100871.7
2013 1116 16,100871.7
2013 1117 17,100871.7
2013 1118 18,100871.7
2013 1119 19,100871.7
2013 1120 20,100871.7
2013 1121 21,100871.7
2013 1122 22,100871.7
2013 1123 23,100871.7
2013 1124 24,100871.7
2013 1125 25,100871.7
2013 1126 26,100871.7
2013 1127 27,100871.7
2013 1128 28,100871.7
2013 1129 29,100871.7
2013 1130 30,100871.7
2013 1201 01,100979.7
2013 1202 02,100979.7
2013 1203 03,100979.7
2013 1204 04,100979.7
2013 1205 05,100979.7
2013 1206 06,100979.7
2013 1207 07,100979.7
2013 1208 08,100979.7
2013 1209 09,100979.7
2013 1210 10,100979.7
2013 1211 11,100979.7
2013 1212 12,100979.7
2013 1213 13,100979.7
2013 1214 14,100979.7
2013 1215 15,100979.7
2013 1216 16,100979.7
2013 1217 17,100979.7
2013 1218 18,100979.7
2013 1219 19,100979.7
2013 1220 20,100979.7
2013 1221 21,100979.7
2013 1222 22,100979.7
2013 1223 23,100979.7
2013 1224 24,100979.7
2013 1225 25,100979.7
2013 1226 26,100979.7
2013 1227 27,100979.7
2013 1228 28,100979.7
2013 1229 29,100979.7
2013 1230 30,100979.7
2013 1231 31,100979.7
2014 0101 01,101232.7
2014 0102 02,101232.7
2014 0103 03,101232.7
2014 0104 04,101232.7
2014 0105 05,101232.7
2014 0106 06,101232.7
2014 0107 07,101232.7
2014 0108 08,101232.7
2014 0109 09,101232.7
2014 0110 10,101232.7
2014 0111 11,101232.7
2014 0112 12,101232.7
2014 0113 13,101232.7
2014 0114 14,101232.7
2014 0115 15,101232.7
2014 0116 16,101232.7
2014 0117 17,101232.7
2014 0118 18,101232.7
2014 0119 19,101232.7
2014 0120 20,101232.7
2014 0121 21,101232.7
2014 0122 22,101232.7
2014 0123 23,101232.7
2014 0124 24,101232.7
2014 0125 25,101232.7
2014 0126 26,101232.7
2014 0127 27,101232.7
2014 0128 28,101232.7
2014 0129 29,101232.7
2014 0130 30,101232.7
2014 0131 31,101232.7
2014 0201 01,101232.7
2014 0202 02,101232.7
2014 0203 03,101232.7
2014 0204 04,101232.7
2014 0205 05,101232.7
2014 0206 06,101232.7
2014 0207 07,101232.7
2014 0208 08,101232.7
2014 0209 09,101232.7
2014 0210 10,101232.7
2014 0211 11,101232.7
2014 0212 12,101232.7
2014 0213 13,101232.7
2014 0214 14,101232.7
2014 0215 15,101232.7
2014 0216 16,101232.7
2014 0217 17,101232.7
2014 0218 18,101232.7
2014 0219 19,101232.7
2014 0220 20,101232.7
2014 0221 21,101232.7
2014 0222 22,101232.7
2014 0223 23,101232.7
2014 0224 24,101232.7
2014 0225 25,101232.7
2014 0226 26,101232.7
2014 0227 27,101232.7
2014 0228 28,101232.7
2014 0301 01,101232.7
2014 0302 02,101232.7
2014 0303 03,101232.7
2014 0304 04,101232.7
2014 0305 05,101232.7
2014 0306 06,101232.7
2014 0307 07,101232.7
2014 0308 08,101232.7
2014 0309 09,101232.7
2014 0310 10,101232.7
2014 0311 11,101232.7
2014 0312 12,101232.7
2014 0313 13,101232.7
2014 0314 14,101232.7
2014 0315 15,101232.7
2014 0316 16,101232.7
2014 0317 17,101232.7
2014 0318 18,101232.7
2014 0319 19,101232.7
2014 0320 20,101232.7
2014 0321 21,101232.7
2014 0322 22,101232.7
2014 0323 23,101232.7
2014 0324 24,101232.7
2014 0325 25,101232.7
2014 0326 26,101232.7
2014 0327 27,101232.7
2014 0328 28,101232.7
2014 0329 29,101232.7
2014 0330 30,101232.7
2014 0331 31,101232.7
2014 0401 01,99181.7
2014 0402 02,99181.7
2014 0403 03,99181.7
2014 0404 04,99181.7
2014 0405 05,99181.7
2014 0406 06,99181.7
2014 0407 07,99181.7
2014 0408 08,99181.7
2014 0409 09,99181.7
2014 0410 10,99181.7
2014 0411 11,99181.7
2014 0412 12,99181.7
2014 0413 13,99181.7
2014 0414 14,99181.7
2014 0415 15,99181.7
2014 0416 16,99181.7
2014 0417 17,99181.7
2014 0418 18,99181.7
2014 0419 19,99181.7
2014 0420 20,99181.7
2014 0421 21,99181.7
2014 0422 22,99181.7
2014 0423 23,99181.7
2014 0424 24,99181.7
2014 0425 25,99181.7
2014 0426 26,99181.7
2014 0427 27,99181.7
2014 0428 28,99181.7
2014 0429 29,99181.7
2014 0430 30,99181.7
2014 0501 01,99181.7
2014 0502 02,99181.7
2014 0503 03,99181.7
2014 0504 04,99181.7
2014 0505 05,99181.7
2014 0506 06,99181.7
2014 0507 07,99181.7
2014 0508 08,99181.7
2014 0509 09,99181.7
2014 0510 10,99181.7
2014 0511 11,99181.7
2014 0512 12,99181.7
2014 0513 13,99181.7
2014 0514 14,99181.7
2014 0515 15,99181.7
2014 0516 16,99181.7
2014 0517 17,99181.7
2014 0518 18,99181.7
2014 0519 19,99181.7
2014 0520 20,99181.7
2014 0521 21,99181.7
2014 0522 22,99181.7
2014 0523 23,99181.7
2014 0524 24,99181.7
2014 0525 25,99181.7
2014 0526 26,99181.7
2014 0527 27,99181.7
2014 0528 28,99181.7
2014 0529 29,99181.7
2014 0530 30,99181.7
2014 0531 31,99181.7
2014 0601 01,99181.7
2014 0602 02,99181.7
2014 0603 03,99181.7
2014 0604 04,99181.7
2014 0605 05,99181.7
2014 0606 06,99181.7
2014 0607 07,99181.7
2014 0608 08,99181.7
2014 0609 09,99181.7
2014 0610 10,99181.7
2014 0611 11,99181.7
2014 0612 12,99181.7
2014 0613 13,99181.7
2014 0614 14,99181.7
2014 0615 15,99181.7
2014 0616 16,99181.7
2014 0617 17,99181.7
2014 0618 18,99181.7
2014 0619 19,99181.7
2014 0620 20,99181.7
2014 0621 21,99181.7
2014 0622 22,99181.7
2014 0623 23,99181.7
2014 0624 24,99181.7
2014 0625 25,99181.7
2014 0626 26,99181.7
2014 0627 27,99181.7
2014 0628 28,99181.7
2014 0629 29,99181.7
2014 0630 30,99181.7
2014 0701 01,99181.7
2014 0702 02,99181.7
2014 0703 03,99181.7
2014 0704 04,99181.7
2014 0705 05,99181.7
2014 0706 06,99181.7
2014 0707 07,99181.7
2014 0708 08,99181.7
2014 0709 09,99181.7
2014 0710 10,99181.7
2014 0711 11,99181.7
2014 0712 12,99181.7
2014 0713 13,99181.7
2014 0714 14,99181.7
2014 0715 15,99181.7
2014 0716 16,99181.7
2014 0717 17,99181.7
2014 0718 18,99181.7
2014 0719 19,99181.7
2014 0720 20,99181.7
2014 0721 21,99181.7
2014 0722 22,99181.7
2014 0723 23,99181.7
2014 0724 24,99181.7
2014 0725 25,99181.7
2014 0726 26,99181.7
2014 0727 27,99181.7
2014 0728 28,99181.7
2014 0729 29,99181.7
2014 0730 30,99181.7
2014 0731 31,99181.7
2014 0801 01,99181.7
2014 0802 02,99181.7
2014 0803 03,99181.7
2014 0804 04,99181.7
2014 0805 05,99181.7
2014 0806 06,99181.7
2014 0807 07,99181.7
2014 0808 08,99181.7
2014 0809 09,99181.7
2014 0810 10,99181.7
2014 0811 11,99181.7
2014 0812 12,99181.7
2014 0813 13,99181.7
2014 0814 14,99181.7
2014 0815 15,99181.7
2014 0816 16,99181.7
2014 0817 17,99181.7
2014 0818 18,99181.7
2014 0819 19,99181.7
2014 0820 20,99181.7
2014 0821 21,99181.7
2014 0822 22,99181.7
2014 0823 23,99181.7
2014 0824 24,99181.7
2014 0825 25,99181.7
2014 0826 26,99181.7
2014 0827 27,99181.7
2014 0828 28,99181.7
2014 0829 29,99181.7
2014 0830 30,99181.7
2014 0831 31,99181.7
2014 0901 01,99181.7
2014 0902 02,99181.7
2014 0903 03,99181.7
2014 0904 04,99181.7
2014 0905 05,99181.7
2014 0906 06,99181.7
2014 0907 07,99181.7
2014 0908 08,99181.7
2014 0909 09,99181.7
2014 0910 10,99181.7
2014 0911 11,99181.7
2014 0912 12,99181.7
2014 0913 13,99181.7
2014 0914 14,99181.7
2014 0915 15,99181.7
2014 0916 16,99181.7
2014 0917 17,99181.7
2014 0918 18,99181.7
2014 0919 19,99181.7
2014 0920 20,99181.7
2014 0921 21,99181.7
2014 0922 22,99181.7
2014 0923 23,99181.7
2014 0924 24,99181.7
2014 0925 25,99181.7
2014 0926 26,99181.7
2014 0927 27,99181.7
2014 0928 28,99181.7
2014 0929 29,99181.7
2014 0930 30,99181.7
2014 1001 01,101232.7
2014 1002 02,101232.7
2014 1003 03,101232.7
2014 1004 04,101232.7
2014 1005 05,101232.7
2014 1006 06,101232.7
2014 1007 07,101232.7
2014 1008 08,101232.7
2014 1009 09,101232.7
2014 1010 10,101232.7
2014 1011 11,101232.7
2014 1012 12,101232.7
2014 1013 13,101232.7
2014 1014 14,101232.7
2014 1015 15,101232.7
2014 1016 16,101232.7
2014 1017 17,101232.7
2014 1018 18,101232.7
2014 1019 19,101232.7
2014 1020 20,101232.7
2014 1021 21,101232.7
2014 1022 22,101232.7
2014 1023 23,101232.7
2014 1024 24,101232.7
2014 1025 25,101232.7
2014 1026 26,101232.7
2014 1027 27,101232.7
2014 1028 28,101232.7
2014 1029 29,101232.7
2014 1030 30,101232.7
2014 1031 31,101232.7
2014 1101 01,101232.7
2014 1102 02,101232.7
2014 1103 03,101232.7
2014 1104 04,101232.7
2014 1105 05,101232.7
2014 1106 06,101232.7
2014 1107 07,101232.7
2014 1108 08,101232.7
2014 1109 09,101232.7
2014 1110 10,101232.7
2014 1111 11,101232.7
2014 1112 12,101232.7
2014 1113 13,101232.7
2014 1114 14,101232.7
2014 1115 15,101232.7
2014 1116 16,101232.7
2014 1117 17,101232.7
2014 1118 18,101232.7
2014 1119 19,101232.7
2014 1120 20,101232.7
2014 1121 21,101232.7
2014 1122 22,101232.7
2014 1123 23,101232.7
2014 1124 24,101232.7
2014 1125 25,101232.7
2014 1126 26,101232.7
2014 1127 27,101232.7
2014 1128 28,101232.7
2014 1129 29,101232.7
2014 1130 30,101232.7
2014 1201 01,100610.3
2014 1202 02,100610.3
2014 1203 03,100610.3
2014 1204 04,100610.3
2014 1205 05,100610.3
2014 1206 06,100610.3
2014 1207 07,100610.3
2014 1208 08,100610.3
2014 1209 09,100610.3
2014 1210 10,100610.3
2014 1211 11,100610.3
2014 1212 12,100610.3
2014 1213 13,100610.3
2014 1214 14,100610.3
2014 1215 15,100610.3
2014 1216 16,100610.3
2014 1217 17,100610.3
2014 1218 18,100610.3
2014 1219 19,100610.3
2014 1220 20,100610.3
2014 1221 21,100610.3
2014 1222 22,100610.3
2014 1223 23,100610.3
2014 1224 24,100610.3
2014 1225 25,100610.3
2014 1226 26,100610.3
2014 1227 27,100610.3
2014 1228 28,100610.3
2014 1229 29,100610.3
2014 1230 30,100610.3
2014 1231 31,100610.3
2015 0101 01,100859.0
2015 0102 02,100859.0
2015 0103 03,100859.0
2015 0104 04,100859.0
2015 0105 05,100859.0
2015 0106 06,100859.0
2015 0107 07,100859.0
2015 0108 08,100859.0
2015 0109 09,100859.0
2015 0110 10,100859.0
2015 0111 11,100859.0
2015 0112 12,100859.0
2015 0113 13,100859.0
2015 0114 14,99892.0
2015 0115 15,99892.0
2015 0116 16,99892.0
2015 0117 17,99892.0
2015 0118 18,99892.0
2015 0119 19,99892.0
2015 0120 20,99892.0
2015 0121 21,99892.0
2015 0122 22,99892.0
2015 0123 23,99892.0
2015 0124 24,99892.0
2015 0125 25,99892.0
2015 0126 26,99892.0
2015 0127 27,99892.0
2015 0128 28,99892.0
2015 0129 29,99892.0
2015 0130 30,99892.0
2015 0131 31,99892.0
2015 0201 01,99892.0
2015 0202 02,100859.0
2015 0203 03,100859.0
2015 0204 04,100859.0
2015 0205 05,99892.0
2015 0206 06,100859.0
2015 0207 07,99892.0
2015 0208 08,99892.0
2015 0209 09,100859.0
2015 0210 10,100859.0
2015 0211 11,100859.0
2015 0212 12,100859.0
2015 0213 13,100859.0
2015 0214 14,99892.0
2015 0215 15,99892.0
2015 0216 16,100859.0
2015 0217 17,100859.0
2015 0218 18,100859.0
2015 0219 19,100859.0
2015 0220 20,100859.0
2015 0221 21,99892.0
2015 0222 22,99892.0
2015 0223 23,99892.0
2015 0224 24,99892.0
2015 0225 25,99892.0
2015 0226 26,99892.0
2015 0227 27,99892.0
2015 0228 28,99892.0
2015 0301 01,99892.0
2015 0302 02,99892.0
2015 0303 03,99892.0
2015 0304 04,99892.0
2015 0305 05,99892.0
2015 0306 06,99892.0
2015 0307 07,99892.0
2015 0308 08,99892.0
2015 0309 09,99892.0
2015 0310 10,99892.0
2015 0311 11,99892.0
2015 0312 12,99892.0
2015 0313 13,99892.0
2015 0314 14,99892.0
2015 0315 15,99892.0
2015 0316 16,99892.0
2015 0317 17,99892.0
2015 0318 18,99892.0
2015 0319 19,99892.0
2015 0320 20,99892.0
2015 0321 21,99892.0
2015 0322 22,99892.0
2015 0323 23,100859.0
2015 0324 24,100859.0
2015 0325 25,100859.0
2015 0326 26,100859.0
2015 0327 27,100859.0
2015 0328 28,99892.0
2015 0329 29,99892.0
2015 0330 30,100859.0
2015 0331 31,100859.0
2015 0401 01,98533.2
2015 0402 02,98533.2
2015 0403 03,98533.2
2015 0404 04,97565.7
2015 0405 05,97565.7
2015 0406 06,98533.2
2015 0407 07,98533.2
2015 0408 08,98533.2
2015 0409 09,98533.2
2015 0410 10,98533.2
2015 0411 11,97565.7
2015 0412 12,97565.7
2015 0413 13,98533.2
2015 0414 14,98533.2
2015 0415 15,98533.2
2015 0416 16,98533.2
2015 0417 17,98533.2
2015 0418 18,97565.7
2015 0419 19,97565.7
2015 0420 20,98533.2
2015 0421 21,98533.2
2015 0422 22,98533.2
2015 0423 23,98533.2
2015 0424 24,98533.2
2015 0425 25,97565.7
2015 0426 26,97565.7
2015 0427 27,97565.7
2015 0428 28,98533.2
2015 0429 29,98533.2
2015 0430 30,98533.2
2015 0501 01,98533.2
2015 0502 02,97565.7
2015 0503 03,97565.7
2015 0504 04,98533.2
2015 0505 05,98533.2
2015 0506 06,98533.2
2015 0507 07,98533.2
2015 0508 08,98533.2
2015 0509 09,97565.7
2015 0510 10,97565.7
2015 0511 11,98533.2
2015 0512 12,98533.2
2015 0513 13,98533.2
2015 0514 14,98533.2
2015 0515 15,98533.2
2015 0516 16,97565.7
2015 0517 17,97565.7
2015 0518 18,98533.2
2015 0519 19,98533.2
2015 0520 20,98533.2
2015 0521 21,98533.2
2015 0522 22,98533.2
2015 0523 23,97565.7
2015 0524 24,97565.7
2015 0525 25,98533.2
2015 0526 26,98533.2
2015 0527 27,98533.2
2015 0528 28,98533.2
2015 0529 29,98533.2
2015 0530 30,97565.7
2015 0531 31,97565.7
2015 0601 01,98672.0
2015 0602 02,98672.0
2015 0603 03,98672.0
2015 0604 04,98672.0
2015 0605 05,97704.5
2015 0606 06,97704.5
2015 0607 07,97704.5
2015 0608 08,98672.0
2015 0609 09,98672.0
2015 0610 10,98672.0
2015 0611 11,98672.0
2015 0612 12,98672.0
2015 0613 13,97704.5
2015 0614 14,97704.5
2015 0615 15,98672.0
2015 0616 16,98672.0
2015 0617 17,98672.0
2015 0618 18,98672.0
2015 0619 19,98672.0
2015 0620 20,97704.5
2015 0621 21,97704.5
2015 0622 22,98672.0
2015 0623 23,98672.0
2015 0624 24,98672.0
2015 0625 25,98672.0
2015 0626 26,98672.0
2015 0627 27,97704.5
2015 0628 28,97704.5
2015 0629 29,98672.0
2015 0630 30,98672.0
2015 0701 01,98672.0
2015 0702 02,98672.0
2015 0703 03,98672.0
2015 0704 04,97704.5
2015 0705 05,97704.5
2015 0706 06,98672.0
2015 0707 07,98672.0
2015 0708 08,98672.0
2015 0709 09,98672.0
2015 0710 10,98672.0
2015 0711 11,97704.5
2015 0712 12,97704.5
2015 0713 13,98672.0
2015 0714 14,98672.0
2015 0715 15,98672.0
2015 0716 16,98672.0
2015 0717 17,98672.0
2015 0718 18,97704.5
2015 0719 19,97704.5
2015 0720 20,98672.0
2015 0721 21,98672.0
2015 0722 22,98672.0
2015 0723 23,98672.0
2015 0724 24,98672.0
2015 0725 25,97704.5
2015 0726 26,97704.5
2015 0727 27,98672.0
2015 0728 28,98672.0
2015 0729 29,98672.0
2015 0730 30,98672.0
2015 0731 31,98672.0
2015 0801 01,97704.5
2015 0802 02,97704.5
2015 0803 03,98672.0
2015 0804 04,98672.0
2015 0805 05,98672.0
2015 0806 06,98672.0
2015 0807 07,98672.0
2015 0808 08,97704.5
2015 0809 09,97704.5
2015 0810 10,97704.5
2015 0811 11,98672.0
2015 0812 12,98672.0
2015 0813 13,98672.0
2015 0814 14,98672.0
2015 0815 15,97704.5
2015 0816 16,97704.5
2015 0817 17,98672.0
2015 0818 18,98672.0
2015 0819 19,98672.0
2015 0820 20,98672.0
2015 0821 21,98672.0
2015 0822 22,97704.5
2015 0823 23,97704.5
2015 0824 24,98672.0
2015 0825 25,98672.0
2015 0826 26,98672.0
2015 0827 27,98672.0
2015 0828 28,98672.0
2015 0829 29,97704.5
2015 0830 30,97704.5
2015 0831 31,98672.0
2015 0901 01,98672.0
2015 0902 02,98672.0
2015 0903 03,98672.0
2015 0904 04,98672.0
2015 0905 05,97704.5
2015 0906 06,97704.5
2015 0907 07,98672.0
2015 0908 08,98672.0
2015 0909 09,98672.0
2015 0910 10,98672.0
2015 0911 11,98672.0
2015 0912 12,97704.5
2015 0913 13,97704.5
2015 0914 14,97704.5
2015 0915 15,98672.0
2015 0916 16,98672.0
2015 0917 17,98672.0
2015 0918 18,98672.0
2015 0919 19,97704.5
2015 0920 20,97704.5
2015 0921 21,98672.0
2015 0922 22,98672.0
2015 0923 23,98672.0
2015 0924 24,98672.0
2015 0925 25,98672.0
2015 0926 26,97704.5
2015 0927 27,97704.5
2015 0928 28,98672.0
2015 0929 29,98672.0
2015 0930 30,98672.0
2015 1001 01,101001.4
2015 1002 02,101001.4
2015 1003 03,100034.4
2015 1004 04,100034.4
2015 1005 05,101001.4
2015 1006 06,101001.4
2015 1007 07,101001.4
2015 1008 08,101001.4
2015 1009 09,101001.4
2015 1010 10,100034.4
2015 1011 11,100034.4
2015 1012 12,101001.4
2015 1013 13,101001.4
2015 1014 14,100034.4
2015 1015 15,101001.4
2015 1016 16,101001.4
2015 1017 17,100034.4
2015 1018 18,100034.4
2015 1019 19,101001.4
2015 1020 20,101001.4
2015 1021 21,101001.4
2015 1022 22,101001.4
2015 1023 23,101001.4
2015 1024 24,100034.4
2015 1025 25,100034.4
2015 1026 26,101001.4
2015 1027 27,101198.4
2015 1028 28,101001.4
